date,time edt,temp c,spcond (ms/cm),ph,do (mg/l),do (%),turbidity (fnu),chlorophyll (rfu),phycocyanin (rfu),est. cyano (cells/ml),est.chl a (ug/l)
08/10/2025,11:00,24.85,1.43,8.79,11.05,133.9,5.49,1.47,2.51,98300,30.1
08/10/2025,11:15,24.93,1.43,8.83,11.16,135.5,5.82,1.58,2.46,100600,30.1
08/10/2025,11:30,25.11,1.43,8.84,11.24,136.9,5.93,1.4,2.46,103700,29.9
08/10/2025,11:45,25.02,1.43,8.89,11.46,139.2,6.07,1.58,2.6,105600,30.2
08/10/2025,12:00,24.98,1.42,8.89,11.43,138.9,6.27,1.49,2.55,107800,30.3
08/10/2025,12:15,24.93,1.42,8.93,11.61,140.9,6.24,1.56,2.63,107900,30.8
08/10/2025,12:30,25.06,1.42,8.95,11.67,141.9,6.18,1.68,2.63,111100,30.9
08/10/2025,12:45,25.09,1.42,8.98,11.78,143.4,6.64,1.68,2.65,114300,31.5
08/10/2025,13:00,25.42,1.42,8.99,11.86,145.2,6.13,1.76,2.63,115100,32
08/10/2025,13:15,25.25,1.42,9.01,11.91,145.4,6.37,1.81,2.67,116500,32.3
08/10/2025,13:30,25.07,1.42,8.99,11.8,143.6,6.3,1.66,2.6,117600,32.4
08/10/2025,13:45,25.21,1.42,9.04,12.03,146.7,6.52,1.73,2.7,118400,32.4
08/10/2025,14:00,25.39,1.41,9.04,12.08,147.9,6.3,1.79,2.87,118800,32.6
08/10/2025,14:15,25.46,1.4,9.08,12.31,150.8,6.41,1.82,2.81,119700,32.9
08/10/2025,14:30,25.47,1.41,9.07,12.27,150.4,6.51,1.83,2.76,121100,33.3
08/10/2025,14:45,25.35,1.4,9.1,12.37,151.3,6.77,1.85,2.84,121100,33.8
08/10/2025,15:00,25.46,1.4,9.11,12.5,153.1,6.45,1.9,2.85,122100,34.4
08/10/2025,15:15,25.44,1.39,9.13,12.58,154,6.7,2,2.94,123400,34.9
08/10/2025,15:30,25.44,1.39,9.13,12.62,154.5,6.74,1.9,2.93,124300,35.1
08/10/2025,15:45,25.47,1.4,9.14,12.63,154.7,6.89,1.93,2.95,126600,35.4
08/10/2025,16:00,25.48,1.4,9.1,12.49,153.1,6.93,1.95,2.92,129500,35.7
08/10/2025,16:15,25.46,1.41,9.09,12.44,152.4,6.58,1.8,2.95,129500,36.1
08/10/2025,16:30,25.48,1.4,9.11,12.5,153.3,6.87,1.79,2.95,130400,36.3
08/10/2025,16:45,25.48,1.41,9.09,12.44,152.5,7.21,1.76,2.85,131700,36.3
08/10/2025,17:00,25.57,1.4,9.14,12.58,154.5,7.11,1.76,2.88,133600,36.1
08/10/2025,17:15,25.57,1.4,9.14,12.63,155,6.77,1.77,2.86,133600,35.8
08/10/2025,17:30,25.62,1.41,9.12,12.55,154.3,7.11,1.63,2.87,134400,35.5
08/10/2025,17:45,25.7,1.42,9.12,12.52,154.1,6.65,1.55,2.76,134100,35.2
08/10/2025,18:00,25.78,1.42,9.12,12.58,155,6.73,1.53,2.81,132100,35.1
08/10/2025,18:15,25.69,1.4,9.15,12.68,156.1,6.67,1.62,2.85,132100,34.8
08/10/2025,18:30,25.66,1.41,9.12,12.59,154.8,6.58,1.6,2.8,130300,34.6
08/10/2025,18:45,25.59,1.41,9.12,12.5,153.6,6.95,1.66,2.79,130300,34.4
08/10/2025,19:00,25.64,1.42,9.09,12.38,152.2,6.62,1.63,2.78,129000,34.1
08/10/2025,19:15,25.62,1.43,9.08,12.33,151.5,6.85,1.57,2.78,129000,34
08/10/2025,19:30,25.54,1.42,9.06,12.2,149.6,6.88,1.71,2.73,129000,33.8
08/10/2025,20:00,25.65,1.42,9.09,12.34,151.8,6.37,1.52,2.63,128300,33.8
08/10/2025,20:15,25.66,1.42,9.09,12.31,151.4,6.19,1.49,2.69,127000,33.8
08/10/2025,20:30,25.63,1.42,9.07,12.22,150.2,6.58,1.6,2.7,127000,33.2
08/10/2025,20:45,25.67,1.42,9.08,12.25,150.7,6.46,1.66,2.84,126000,33.2
08/10/2025,21:00,25.69,1.41,9.09,12.27,150.9,6.64,1.53,2.78,126000,33.2
08/10/2025,21:15,25.67,1.41,9.07,12.19,149.9,6.6,1.5,2.77,126000,33
08/10/2025,21:30,25.62,1.41,9.06,12.14,149.2,6.81,1.59,2.79,126000,33.5
08/10/2025,21:45,25.64,1.4,9.07,12.14,149.2,6.31,1.47,2.76,124400,33.4
08/10/2025,22:00,25.63,1.4,9.06,12.12,149,6.65,1.49,2.81,126200,33.5
08/10/2025,22:15,25.63,1.41,9.05,12.09,148.6,6.2,1.53,2.83,126200,33.6
08/10/2025,22:30,25.6,1.41,9.03,11.89,146,6.64,1.45,2.87,127000,33.7
08/10/2025,22:45,25.61,1.41,9.01,11.84,145.4,6.83,1.43,2.81,127500,33.7
08/10/2025,23:00,25.58,1.41,9,11.84,145.4,6.5,1.6,2.81,127000,33.8
08/10/2025,23:15,25.54,1.4,9.02,11.88,145.8,6.79,1.63,2.9,127600,33.8
08/10/2025,23:30,25.53,1.39,9.03,11.81,144.8,6.71,1.62,2.95,127600,33.9
08/10/2025,23:45,25.51,1.38,9.03,11.73,143.8,6.58,1.47,2.83,127600,34
08/11/2025,00:00,25.51,1.39,9.02,11.71,143.6,6.59,1.45,2.97,126800,34.2
08/11/2025,00:15,25.49,1.38,9.02,11.65,142.8,6.68,1.53,2.89,128000,34.5
08/11/2025,00:30,25.49,1.38,9.02,11.62,142.5,7.27,1.53,2.86,128900,34.6
08/11/2025,00:45,25.48,1.38,9.01,11.6,142.1,6.48,1.41,2.9,127400,34.8
08/11/2025,01:00,25.46,1.38,9.01,11.53,141.3,6.47,1.48,2.89,127400,34.7
08/11/2025,01:15,25.45,1.38,9,11.53,141.2,6.5,1.5,2.95,126100,34.7
08/11/2025,01:30,25.43,1.38,8.99,11.49,140.7,6.45,1.5,2.96,124900,34.7
08/11/2025,01:45,25.43,1.38,8.99,11.49,140.7,6.89,1.56,2.89,125100,34.7
08/11/2025,02:00,25.43,1.38,8.99,11.48,140.5,6.58,1.46,3.09,124900,34.7
08/11/2025,02:15,25.41,1.38,8.98,11.45,140.1,6.67,1.4,2.85,124900,34.7
08/11/2025,02:30,25.37,1.38,8.97,11.41,139.5,7.02,1.47,2.95,124900,34.9
08/11/2025,02:45,25.37,1.38,8.97,11.39,139.3,6.22,1.51,3.07,124900,35.2
08/11/2025,03:00,25.36,1.38,8.96,11.35,138.8,6.5,1.36,3.07,124900,35.3
08/11/2025,03:15,25.34,1.38,8.96,11.34,138.6,6.6,1.45,3.05,126200,35.7
08/11/2025,03:30,25.32,1.38,8.95,11.29,138,6.57,1.41,3.16,126200,36.3
08/11/2025,03:45,25.35,1.38,8.96,11.33,138.6,6.11,1.49,3.04,125800,36.3
08/11/2025,04:00,25.32,1.38,8.95,11.26,137.6,6.55,1.45,2.99,125400,36.1
08/11/2025,04:15,25.3,1.38,8.93,11.21,136.9,6.31,1.42,3.17,124500,36.3
08/11/2025,04:30,25.3,1.38,8.92,11.19,136.7,6.46,1.53,3.19,123400,36.4
08/11/2025,04:45,25.28,1.38,8.92,11.18,136.6,6.43,1.49,3,123400,36.3
08/11/2025,05:00,25.28,1.39,8.92,11.21,136.9,6.23,1.46,2.93,122500,36.1
08/11/2025,05:30,25.26,1.39,8.9,11.12,135.7,6.1,1.42,3.14,119000,36.1
08/11/2025,05:45,25.24,1.39,8.89,11.07,135.1,7.36,1.57,3.14,122100,37.1
08/11/2025,06:00,25.21,1.39,8.88,11.05,134.8,6.31,1.48,2.85,119000,37.2
08/11/2025,06:15,25.22,1.39,8.87,11.01,134.2,6.78,1.39,3.08,122100,36.6
08/11/2025,06:30,25.21,1.39,8.87,10.99,134,7.64,1.43,2.84,122100,35.7
08/11/2025,06:45,25.19,1.39,8.86,10.98,133.9,6.27,1.33,2.78,119000,34.9
08/11/2025,07:00,25.19,1.39,8.87,11.02,134.3,5.93,1.23,2.77,119000,34
08/11/2025,07:15,25.17,1.39,8.87,11,134,6.44,1.28,2.66,120700,33.9
08/11/2025,07:30,25.15,1.39,8.86,10.96,133.5,6.43,1.16,2.83,122200,33.7
08/11/2025,07:45,25.17,1.39,8.88,11.06,134.7,7.1,1.26,2.77,122200,33.2
08/11/2025,08:00,25.19,1.39,8.91,11.14,135.9,6.25,1.19,2.74,122200,32.8
08/11/2025,08:15,25.24,1.39,8.92,11.15,136.1,5.95,1.01,2.65,120100,32.6
08/11/2025,08:30,25.22,1.39,8.92,11.14,135.9,5.71,1.12,2.9,117800,32.5
08/11/2025,08:45,25.24,1.39,8.95,11.3,138,6.18,1.26,2.81,116600,32.5
08/11/2025,09:00,25.27,1.39,8.99,11.44,139.6,6.57,1.19,2.71,119800,32.3
08/11/2025,09:15,25.45,1.39,9.04,11.73,143.6,6.74,1.18,2.64,119800,32.3
08/11/2025,09:30,25.56,1.39,9.07,11.86,145.6,6.68,1.18,2.65,121600,32
08/11/2025,09:45,25.57,1.39,9.08,11.94,146.6,6.89,1.15,2.72,121600,31.9
08/11/2025,10:00,25.7,1.39,9.11,12.17,149.8,6.89,1.1,2.62,127100,31.5
08/11/2025,10:15,25.67,1.39,9.11,12.03,148,6.96,1.26,2.68,129300,31.7
08/11/2025,10:30,25.86,1.4,9.14,12.25,151.2,7.14,1.16,2.68,132000,31.5
08/11/2025,10:45,25.78,1.4,9.15,12.32,151.8,6.76,1.16,2.64,132200,31.3
08/11/2025,11:00,25.86,1.4,9.16,12.37,152.7,6.63,1.17,2.64,132200,31.1
08/11/2025,11:15,25.77,1.4,9.18,12.48,153.8,7.06,1.22,2.6,133900,31.1
08/11/2025,11:30,25.79,1.4,9.19,12.59,155.2,6.87,1.15,2.56,133900,31
08/11/2025,11:45,25.83,1.39,9.18,12.47,153.8,7.06,1.22,2.7,134800,31.1
08/11/2025,12:00,25.86,1.39,9.19,12.52,154.5,6.92,1.28,2.7,135200,31.3
08/11/2025,12:15,25.88,1.4,9.2,12.63,155.9,7.03,1.19,2.59,136100,31.1
08/11/2025,12:30,26.25,1.4,9.22,12.8,159.1,6.7,1.12,2.6,134000,30.9
08/11/2025,12:45,26.29,1.4,9.23,12.89,160.3,7.03,1.17,2.56,136100,30.7
08/11/2025,13:00,26.33,1.4,9.23,12.81,159.5,7.48,1.15,2.53,137500,30.6
08/11/2025,13:15,26.37,1.4,9.21,12.68,157.9,7.33,1.16,2.54,137500,30.4
08/11/2025,13:30,26.15,1.4,9.24,13.01,161.4,6.93,1.32,2.59,137500,30.6
08/11/2025,13:45,26.44,1.4,9.27,13.14,163.9,7.02,1.31,2.65,137300,30.6
08/11/2025,14:00,26.42,1.4,9.28,13.22,164.8,7.21,1.31,2.66,137500,30.6
08/11/2025,14:15,26.45,1.4,9.26,13.1,163.5,7.08,1.3,2.64,138100,30.8
08/11/2025,14:30,26.5,1.4,9.26,13.18,164.6,7.4,1.34,2.73,140400,31.2
08/11/2025,14:45,26.43,1.4,9.27,13.2,164.6,7.33,1.38,2.63,143600,31.4
08/11/2025,15:00,26.5,1.39,9.27,13.16,164.3,7.41,1.32,2.68,143600,31.5
08/11/2025,15:15,26.55,1.38,9.27,13.21,165.1,7.22,1.33,2.64,142200,31.5
08/11/2025,15:30,26.6,1.37,9.26,13.02,162.9,6.54,1.27,2.62,142200,31.5
08/11/2025,15:45,26.81,1.38,9.3,13.25,166.3,7.1,1.28,2.54,142200,31.5
08/11/2025,16:00,26.91,1.37,9.3,13.3,167.2,7.7,1.28,2.64,143700,31.5
08/11/2025,16:15,26.97,1.38,9.3,13.41,168.9,7.11,1.6,2.65,143700,31.5
08/11/2025,16:30,26.99,1.36,9.27,13.06,164.5,7.4,1.22,2.58,143700,31.4
08/11/2025,16:45,27.04,1.36,9.29,13.2,166.4,7.2,1.21,2.56,142100,31.3
08/11/2025,17:00,27.1,1.39,9.29,13.27,167.5,7.38,1.57,2.6,142100,31.1
08/11/2025,17:15,26.95,1.34,9.31,13.24,166.6,7.73,1.34,2.6,144100,31
08/11/2025,17:30,27,1.36,9.31,13.33,167.9,7.43,1.39,2.5,146700,30.9
08/11/2025,17:45,27.01,1.34,9.29,13.16,165.8,7.53,1.23,2.52,147300,30.9
08/11/2025,18:00,26.91,1.34,9.3,13.21,166.1,7.16,1.32,2.46,146700,30.8
08/11/2025,18:15,26.83,1.34,9.32,13.33,167.4,7.37,1.28,2.51,146700,30.4
08/11/2025,18:30,26.93,1.34,9.31,13.29,167.2,7.74,1.28,2.47,147100,30.1
08/11/2025,18:45,26.92,1.34,9.31,13.29,167.1,7.54,1.22,2.47,149000,30
08/11/2025,19:00,26.99,1.34,9.32,13.36,168.3,7.38,1.23,2.34,149000,29.8
08/11/2025,19:15,26.9,1.35,9.29,13.19,165.8,7.26,1.22,2.34,147100,29.5
08/11/2025,19:30,26.92,1.35,9.3,13.26,166.7,7.29,1.2,2.18,146300,29.4
08/11/2025,19:45,26.97,1.35,9.3,13.2,166.2,7.07,1.22,2.24,145200,28.7
08/11/2025,20:00,27,1.35,9.3,13.11,165.2,7.14,1.31,2.25,145200,28.1
08/11/2025,20:15,27,1.35,9.29,13.08,164.7,7.28,1.28,2.29,144000,27.8
08/11/2025,20:30,26.95,1.35,9.28,13.06,164.4,6.79,1.34,2.41,143600,27.8
08/11/2025,20:45,26.96,1.35,9.26,12.95,163,6.94,1.16,2.42,141800,27.8
08/11/2025,21:00,26.91,1.35,9.26,12.96,163,6.64,1.29,2.44,139400,27.9
08/11/2025,21:15,26.94,1.35,9.24,12.73,160.2,7.97,1.22,2.53,139400,28.3
08/11/2025,21:30,26.92,1.35,9.24,12.7,159.8,7.49,1.2,2.39,139400,28.8
08/11/2025,21:45,26.91,1.36,9.23,12.64,159,6.74,1.13,2.39,137700,28.8
08/11/2025,22:00,26.86,1.36,9.21,12.53,157.4,7.67,1.26,2.41,139500,28.9
08/11/2025,22:15,26.87,1.36,9.2,12.41,156,7.25,1.11,2.37,139100,28.8
08/11/2025,22:30,26.87,1.36,9.17,12.23,153.6,6.11,1.07,2.31,139100,28.6
08/11/2025,22:45,26.83,1.36,9.19,12.37,155.3,6.03,1.07,2.31,136600,28.4
08/11/2025,23:00,26.8,1.36,9.19,12.37,155.3,6.86,1.2,2.53,138100,28.4
08/11/2025,23:15,26.75,1.36,9.19,12.43,155.8,6.68,1.13,2.54,131600,28.3
08/11/2025,23:30,26.75,1.37,9.21,12.43,155.9,7.85,1.16,2.36,131600,28.2
08/11/2025,23:45,26.72,1.37,9.18,12.33,154.5,6.81,1.12,2.28,132500,28.1
08/12/2025,00:00,26.71,1.37,9.19,12.38,155.1,6.13,1.09,2.26,130200,27.7
08/12/2025,00:15,26.69,1.37,9.17,12.24,153.4,6.86,1.06,2.26,130200,27.4
08/12/2025,00:30,26.68,1.37,9.17,12.24,153.3,6.5,1.05,2.37,130200,27.7
08/12/2025,00:45,26.67,1.37,9.16,12.16,152.3,6.8,1.06,2.31,131700,27.7
08/12/2025,01:00,26.64,1.37,9.14,12.06,150.9,6.18,1.02,2.31,130000,27.3
08/12/2025,01:15,26.61,1.37,9.15,12.03,150.5,6.63,1.04,2.32,129400,27.3
08/12/2025,01:30,26.57,1.36,9.16,12.06,150.8,6.31,1.06,2.32,125600,27.3
08/12/2025,01:45,26.57,1.36,9.17,12.07,150.8,6.49,1.07,2.38,123800,27.3
08/12/2025,02:00,26.56,1.35,9.17,12.08,151,6.47,1.03,2.28,123800,27.3
08/12/2025,02:15,26.53,1.35,9.17,12.04,150.4,6.53,1.07,2.34,123800,27.4
08/12/2025,02:30,26.53,1.35,9.15,11.95,149.3,7.61,1.02,2.31,124200,27.3
08/12/2025,02:45,26.51,1.35,9.16,11.95,149.2,6.69,1.08,2.39,124200,27.4
08/12/2025,03:00,26.5,1.34,9.15,11.94,149,6.09,1.12,2.4,124200,27.5
08/12/2025,03:15,26.48,1.34,9.16,11.93,148.9,6.68,1.09,2.44,124200,27.8
08/12/2025,03:30,26.46,1.34,9.16,11.91,148.5,6.44,1.1,2.51,124200,28.1
08/12/2025,03:45,26.44,1.33,9.16,11.88,148.1,6.7,1.1,2.46,126600,28.3
08/12/2025,04:00,26.43,1.33,9.15,11.83,147.4,6.96,1.11,2.42,128600,28.4
08/12/2025,04:15,26.41,1.33,9.14,11.81,147.2,6.26,1.05,2.42,128600,28.5
08/12/2025,04:30,26.36,1.33,9.13,11.77,146.5,6.54,.98,2.37,126700,28.5
08/12/2025,04:45,26.36,1.33,9.14,11.77,146.6,6.56,1.13,2.57,125200,28.7
08/12/2025,05:00,26.36,1.33,9.12,11.68,145.5,5.83,1.01,2.35,125200,28.6
08/12/2025,05:15,26.34,1.33,9.11,11.63,144.7,6.27,1.14,2.51,123600,28.8
08/12/2025,05:30,26.34,1.33,9.12,11.66,145.1,6.07,1.02,2.41,121500,28.5
08/12/2025,05:45,26.3,1.33,9.12,11.66,145.1,8.3,1.07,2.29,121500,28.4
08/12/2025,06:00,26.27,1.33,9.12,11.7,145.4,6.2,.99,2.11,117900,28.1
08/12/2025,06:15,26.3,1.33,9.11,11.67,145.2,5.91,1.03,2.04,117100,27.7
08/12/2025,06:30,26.27,1.33,9.13,11.69,145.4,6.31,.95,2.01,117100,27.3
08/12/2025,06:45,26.29,1.33,9.12,11.68,145.3,6.44,1,2.05,117100,26
08/12/2025,07:00,26.28,1.33,9.12,11.68,145.3,6,.98,2.11,117100,25
08/12/2025,07:15,26.27,1.32,9.14,11.7,145.5,5.98,.95,1.97,114600,24.7
08/12/2025,07:30,26.26,1.32,9.14,11.75,146,6.61,.91,1.98,117600,24.3
08/12/2025,07:45,26.28,1.32,9.13,11.67,145,7.21,.94,1.98,117600,24
08/12/2025,08:00,26.29,1.32,9.16,11.84,147.2,6.55,.93,1.97,120700,23.7
08/12/2025,08:15,26.33,1.26,9.21,12.09,150.4,5.97,.98,2,120700,23.6
08/12/2025,08:30,26.36,1.23,9.23,12.19,151.7,6.23,1,1.85,119700,23.5
08/12/2025,08:45,26.42,1.23,9.24,12.24,152.5,6.71,.98,1.85,121100,23.5
08/12/2025,09:00,26.51,1.21,9.25,12.31,153.7,5.77,.97,1.91,121100,23.4
08/12/2025,09:15,26.6,1.2,9.25,12.34,154.2,6.02,.99,1.71,121100,23.2
08/12/2025,09:30,26.63,1.19,9.26,12.4,155.1,5.97,1.04,1.76,114300,22.5
08/12/2025,09:45,26.73,1.2,9.26,12.41,155.5,6.41,.98,1.72,114300,22.2
08/12/2025,10:00,26.85,1.2,9.26,12.39,155.5,5.92,.92,1.76,111000,21.8
08/12/2025,10:15,26.92,1.2,9.26,12.42,156.1,6.02,.98,1.74,111600,21.3
08/12/2025,10:30,27.04,1.2,9.26,12.42,156.5,6.31,.93,1.77,111600,21.3
08/12/2025,10:45,27.11,1.2,9.28,12.55,158.3,6.2,.94,1.72,111600,21.2
08/12/2025,11:00,27.18,1.2,9.27,12.56,158.7,5.97,.91,1.71,111600,20.9
08/12/2025,11:15,27.35,1.2,9.28,12.54,158.8,5.93,.92,1.69,111000,20.8
08/12/2025,11:30,27.41,1.2,9.28,12.55,159.2,6.14,.9,1.7,113200,20.7
08/12/2025,11:45,27.46,1.19,9.29,12.61,160.1,6.06,.9,1.76,112100,20.8
08/12/2025,12:00,27.57,1.19,9.29,12.67,161.1,6.04,.98,1.67,112400,20.7
08/12/2025,12:15,27.57,1.2,9.29,12.74,162,6.14,.96,1.74,113700,20.7
08/12/2025,12:30,27.53,1.21,9.29,12.75,162.1,6.11,.94,1.65,113300,20.6
08/12/2025,12:45,27.56,1.2,9.31,12.85,163.4,6.04,1.03,1.71,112400,20.6
08/12/2025,13:00,27.58,1.2,9.34,13.08,166.3,6.08,1.08,1.73,112900,20.6
08/12/2025,13:15,27.7,1.19,9.34,13.03,166.1,6.08,1.07,1.75,113200,20.8
08/12/2025,13:30,27.9,1.2,9.31,12.89,164.9,6.2,1.06,1.67,113200,20.9
08/12/2025,13:45,27.85,1.18,9.32,12.88,164.7,5.83,1.05,1.71,113200,20.9
08/12/2025,14:00,27.95,1.18,9.29,12.71,162.7,6.27,.97,1.68,113500,20.9
08/12/2025,14:15,28.21,1.18,9.3,12.75,164,6.09,.9,1.65,113300,20.8
08/12/2025,14:30,28.03,1.18,9.28,12.62,161.9,6.05,.95,1.66,113200,20.8
08/12/2025,14:45,28.15,1.18,9.31,12.74,163.7,5.96,1,1.68,113200,20.6
08/12/2025,15:00,28.32,1.19,9.33,12.86,165.7,6.14,1,1.67,113300,20.4
08/12/2025,15:15,28.2,1.17,9.3,12.66,162.9,6.16,.97,1.67,114000,20.4
08/12/2025,15:30,28.26,1.18,9.32,12.81,164.9,6.1,.99,1.68,113500,20.4
08/12/2025,15:45,28.11,1.18,9.31,12.74,163.6,6.03,.99,1.67,113500,20.3
08/12/2025,16:00,28.06,1.18,9.32,12.81,164.4,6.2,1,1.66,113500,20.4
08/12/2025,16:15,28.07,1.19,9.32,12.82,164.5,6.24,1.04,1.67,114200,20.4
08/12/2025,16:30,28.14,1.2,9.32,12.83,164.8,6.18,.99,1.73,114900,20.4
08/12/2025,16:45,28.11,1.22,9.31,12.81,164.5,6.3,1,1.69,115500,20.4
08/12/2025,17:00,28.11,1.22,9.33,12.89,165.6,6.02,1.01,1.7,115500,20.4
08/12/2025,17:15,28.08,1.22,9.33,12.91,165.7,6.31,1.05,1.74,116000,20.6
08/12/2025,17:30,28.03,1.21,9.32,12.85,164.8,6.39,1.09,1.69,116700,20.6
08/12/2025,17:45,28.02,1.22,9.32,12.89,165.2,6.81,1.02,1.71,118000,20.7
08/12/2025,18:00,28,1.22,9.31,12.88,165.1,6.34,1,1.69,118900,20.7
08/12/2025,18:15,27.97,1.2,9.33,12.87,164.8,6.17,1.03,1.71,118900,20.8
08/12/2025,18:30,27.98,1.2,9.33,12.87,164.9,6.06,1.02,1.68,118900,20.7
08/12/2025,18:45,27.97,1.21,9.33,12.87,164.9,6.28,.99,1.66,118700,20.7
08/12/2025,19:00,27.93,1.2,9.34,12.87,164.8,6.26,1,1.64,118700,20.7
08/12/2025,19:15,27.95,1.2,9.34,12.86,164.7,6.25,1.02,1.6,118000,20.6
08/12/2025,19:30,27.95,1.2,9.33,12.81,164,6.38,1.01,1.55,118000,20.4
08/12/2025,19:45,27.93,1.2,9.32,12.74,163.1,6.33,1.1,1.56,118000,20.2
08/12/2025,20:00,27.91,1.2,9.32,12.67,162.1,6.17,1.06,1.58,117600,19.9
08/12/2025,20:15,27.87,1.2,9.31,12.55,160.4,6.16,1.08,1.68,117600,19.9
08/12/2025,20:30,27.77,1.2,9.29,12.53,160,6.06,1.15,1.8,117600,20
08/12/2025,20:45,27.68,1.21,9.28,12.52,159.6,6.22,1.08,1.8,117100,20.1
08/12/2025,21:00,27.67,1.21,9.28,12.47,158.8,6.36,1.09,1.8,117100,20.3
08/12/2025,21:15,27.65,1.21,9.28,12.41,158,6.3,1.07,1.81,117800,21.4
08/12/2025,21:30,27.63,1.21,9.28,12.36,157.3,6.26,1.06,1.75,117200,21.7
08/12/2025,22:00,27.57,1.2,9.27,12.29,156.3,6.41,1.1,1.8,117800,22
08/12/2025,22:15,27.55,1.21,9.27,12.25,155.7,6.25,1.13,1.77,117800,22
08/12/2025,22:30,27.51,1.21,9.27,12.27,155.9,5.92,1.05,1.74,117800,22
08/12/2025,22:45,27.51,1.21,9.23,12.05,153.1,5.83,1.06,1.88,117800,22
08/12/2025,23:00,27.49,1.21,9.25,12.13,154,6.79,1.11,1.86,117800,22
08/12/2025,23:15,27.47,1.22,9.23,11.95,151.8,5.62,1.08,1.77,117500,21.7
08/12/2025,23:30,27.43,1.21,9.22,11.9,151,5.96,1.08,1.78,110100,21.8
08/12/2025,23:45,27.42,1.2,9.21,11.86,150.4,6.11,1.07,1.82,112000,21.9
08/13/2025,00:00,27.4,1.2,9.21,11.82,149.9,5.99,1.05,1.79,110500,21.8
08/13/2025,00:15,27.38,1.21,9.21,11.82,149.8,6.04,1.01,1.76,110500,21.8
08/13/2025,00:30,27.37,1.23,9.2,11.77,149.2,5.68,1.02,1.8,110500,21.9
08/13/2025,00:45,27.32,1.22,9.2,11.76,148.9,6.09,1.04,1.86,111500,21.9
08/13/2025,01:00,27.32,1.22,9.22,11.89,150.5,5.94,1.03,1.82,110500,21.8
08/13/2025,01:15,27.27,1.22,9.23,11.95,151.2,6.01,1.03,1.8,111100,21.9
08/13/2025,01:30,27.24,1.23,9.22,11.9,150.5,5.88,1,1.8,111100,21.8
08/13/2025,01:45,27.2,1.22,9.22,11.85,149.8,5.85,1.03,1.81,110200,21.8
08/13/2025,02:00,27.17,1.23,9.22,11.82,149.3,5.74,1.04,1.91,108800,21.9
08/13/2025,02:15,27.12,1.2,9.22,11.76,148.4,5.88,1.05,1.86,108000,22
08/13/2025,02:30,27.06,1.21,9.21,11.69,147.4,5.88,1.03,1.82,108000,22.1
08/13/2025,02:45,27.06,1.2,9.2,11.67,147.1,5.72,1.04,1.88,108000,22.1
08/13/2025,03:00,27.03,1.22,9.2,11.62,146.4,6.04,1,1.9,108000,22.3
08/13/2025,03:15,26.99,1.22,9.18,11.55,145.4,6.02,1.05,1.86,108000,22.5
08/13/2025,03:30,26.98,1.24,9.18,11.53,145.1,6.27,.99,1.87,108000,22.5
08/13/2025,03:45,26.96,1.23,9.19,11.53,145.1,5.75,1.06,2.06,108000,22.7
08/13/2025,04:00,26.92,1.22,9.17,11.45,143.9,6.7,1.01,1.98,109800,22.6
08/13/2025,04:15,26.92,1.21,9.17,11.46,144.1,5.51,1.01,1.97,109800,22.8
08/13/2025,04:30,26.91,1.21,9.18,11.49,144.4,5.77,1.06,1.93,108400,23
08/13/2025,04:45,26.89,1.21,9.18,11.51,144.6,6.09,1.02,1.99,111900,23.4
08/13/2025,05:00,26.89,1.22,9.17,11.47,144.1,6.14,.97,1.99,112500,23.6
08/13/2025,05:15,26.87,1.22,9.17,11.49,144.3,5.74,1.04,2.03,109300,23.7
08/13/2025,05:30,26.87,1.22,9.15,11.39,143,6.14,.95,1.91,109300,23.7
08/13/2025,05:45,26.85,1.23,9.14,11.36,142.6,5.85,1.01,1.82,110300,23.6
08/13/2025,06:00,26.83,1.26,9.14,11.33,142.2,5.63,1,1.59,106200,23.4
08/13/2025,06:15,26.82,1.21,9.14,11.31,142,5.71,.99,1.6,106200,23
08/13/2025,06:30,26.81,1.23,9.14,11.31,141.9,5.72,.95,1.59,105900,22.4
08/13/2025,06:45,26.77,1.23,9.14,11.31,141.8,5.81,.87,1.67,105300,21.1
08/13/2025,07:00,26.76,1.23,9.13,11.23,140.7,6.11,.93,1.6,105300,19.9
08/13/2025,07:15,26.77,1.22,9.13,11.24,140.9,5.75,.9,1.56,105500,19.5
08/13/2025,07:30,26.74,1.23,9.13,11.21,140.5,5.99,.91,1.56,105500,19.4
08/13/2025,07:45,26.74,1.23,9.14,11.17,139.9,6.08,.89,1.64,105500,19.4
08/13/2025,08:00,26.75,1.23,9.15,11.31,141.8,5.98,.88,1.63,108400,19.4
08/13/2025,08:15,26.76,1.23,9.15,11.34,142.2,5.89,.91,1.65,109400,19.5
08/13/2025,08:30,26.76,1.23,9.16,11.38,142.7,5.87,.85,1.66,109400,19.7
08/13/2025,08:45,26.76,1.23,9.16,11.4,142.9,6.23,.88,1.61,110700,19.6
08/13/2025,09:00,26.84,1.24,9.16,11.43,143.5,5.89,.87,1.74,109400,19.7
08/13/2025,09:15,26.85,1.24,9.17,11.47,144,6.11,.89,1.7,110700,19.8
08/13/2025,09:30,26.88,1.24,9.17,11.49,144.4,6.05,.89,1.64,111500,19.8
08/13/2025,09:45,26.91,1.24,9.17,11.49,144.4,5.99,.85,1.68,110700,19.9
08/13/2025,10:00,26.99,1.24,9.16,11.42,143.7,6.1,.84,1.63,111600,19.9
